state,county,total_votes,dem_votes,rep_votes,other_votes,dem_share,east_west
MS,Issaquena County,950,579,364,7,61.40,east
GA,Wilkinson County,4673,2298,2349,26,49.45,east
LA,Morehouse Parish,13200,5792,7258,150,44.39,west
AL,Hale County,8214,4982,3200,32,60.88,east
LA,West Carroll Parish,4987,878,4045,64,17.84,west
TX,Palo Pinto County,9890,2499,7264,127,25.60,west
LA,East Carroll Parish,3559,2267,1254,38,64.39,west
TX,Parker County,47951,10502,36974,475,22.12,west
GA,Upson County,11421,4061,7291,69,35.81,east
AL,Sumter County,7020,5264,1731,25,75.23,east
TX,Tarrant County,628553,274880,348420,5253,44.10,west
TX,Dallas County,738463,422989,310000,5474,57.71,west
TX,Rockwall County,32066,8492,23300,274,26.71,west
TX,Rains County,4236,1048,3146,42,24.99,west
TX,Scurry County,5569,1088,4414,67,19.78,west
NM,Eddy County,20093,7351,12500,242,37.04,west
TX,Fisher County,1784,687,1083,14,38.81,west
TX,Borden County,361,40,316,5,11.24,west
TX,Dawson County,4096,1152,2906,38,28.39,west
TX,Gaines County,4067,650,3385,32,16.11,west
TX,Jones County,5808,1528,4203,77,26.66,west
TX,Shackelford County,1505,208,1284,13,13.94,west
TX,Stephens County,3526,626,2869,31,17.91,west
GA,Jenkins County,3440,1482,1936,22,43.36,east
GA,Bibb County,66368,38987,27037,344,59.05,east
MS,Neshoba County,11402,3114,8209,79,27.50,east
MS,Leake County,9359,4151,5148,60,44.64,east
MS,Kemper County,5223,3256,1935,32,62.72,east
TX,Upshur County,15164,3790,11222,152,25.24,west
GA,Twiggs County,4519,2402,2087,30,53.52,east
GA,Talbot County,3700,2369,1301,30,64.52,east
TX,Marion County,4252,1644,2567,41,39.04,west
MS,Madison County,47269,19831,27203,235,42.16,east
AL,Perry County,6159,4457,1679,23,72.62,east
GA,Harris County,14908,4184,10648,76,28.24,east
GA,Crawford County,5240,1832,3358,50,35.32,east
TX,Kaufman County,35145,11161,23735,249,31.99,west
GA,Emanuel County,8242,3068,5110,64,37.50,east
TX,Van Zandt County,20395,4505,15734,156,22.26,west
GA,Johnson County,3644,1198,2426,20,33.07,east
TX,Harrison County,26158,8887,17103,168,34.19,west
NM,Hidalgo County,1951,993,936,22,51.47,west
AL,Elmore County,34315,8301,25777,237,24.37,east
LA,Lincoln Parish,19179,8292,10680,207,43.70,west
SC,Jasper County,8854,5389,3365,100,61.56,east
GA,Taylor County,3583,1536,2021,26,43.20,east
AL,Lee County,54325,21498,32230,597,40.04,east
AL,Dallas County,20852,13986,6798,68,67.30,east
LA,Ouachita Parish,67244,24813,41741,690,37.28,west
GA,Laurens County,19937,7769,12052,116,39.20,east
AL,Autauga County,23641,6093,17403,145,25.96,east
SC,Beaufort County,68870,30396,37821,653,44.56,east
GA,Peach County,11165,5927,5173,65,53.42,east
GA,Houston County,55931,22094,33392,445,39.82,east
TX,Smith County,79561,23726,55187,648,30.07,west
LA,Richland Parish,9181,3311,5751,119,36.53,west
TX,Gregg County,42610,13166,29203,241,31.07,west
GA,Bulloch County,23920,9586,14174,160,40.34,east
MS,Scott County,11671,5025,6584,62,43.29,east
MS,Warren County,21764,10489,11152,123,48.47,east
GA,Muscogee County,74065,44158,29568,339,59.90,east
NM,Luna County,8340,4311,3870,159,52.70,west
GA,Effingham County,20316,4936,15230,150,24.47,east
AL,Macon County,10877,9450,1396,31,87.16,east
MS,Rankin County,63103,14372,48140,591,22.99,east
LA,Bienville Parish,7430,3589,3776,65,48.73,west
GA,Bleckley County,5071,1380,3657,34,27.39,east
MS,Lauderdale County,33114,13332,19582,200,40.50,east
MS,Newton County,9855,3218,6579,58,32.84,east
MS,Hinds County,108902,75401,32949,552,69.59,east
LA,Madison Parish,5300,3100,2152,48,59.03,west
GA,Marion County,3184,1381,1772,31,43.79,east
GA,Candler County,3518,1209,2286,23,34.61,east
TX,Hood County,22596,5087,17299,210,22.72,west
TX,Johnson County,50050,12912,36685,453,26.03,west
TX,Ellis County,53853,15333,38078,442,28.71,west
AL,Marengo County,11471,5926,5516,29,51.80,east
GA,Chattahoochee County,1642,830,811,1,50.60,east
TX,Howard County,9689,2545,7029,115,26.58,west
TX,Mitchell County,2431,586,1815,30,24.41,west
TX,Nolan County,5063,1521,3485,57,30.38,west
TX,Martin County,1715,314,1389,12,18.44,west
TX,Andrews County,4629,790,3816,23,17.15,west
GA,Macon County,4981,3251,1712,18,65.50,east
TX,Taylor County,47439,12690,34317,432,27.00,west
TX,Eastland County,6509,1271,5165,73,19.75,west
TX,Erath County,14019,3128,10768,123,22.51,west
TX,Callahan County,5716,1063,4589,64,18.81,west
AZ,Pima County,393428,206254,182406,4768,53.04,west
GA,Treutlen County,2954,1112,1826,16,37.83,east
AL,Russell County,18915,10085,8705,125,53.68,east
AL,Montgomery County,104743,62166,42031,546,59.70,east
LA,Jackson Parish,7736,2456,5190,90,32.12,west
GA,Dodge County,8212,2595,5543,74,31.89,east
GA,Schley County,1738,479,1252,7,27.71,east
AZ,Cochise County,48820,18943,29026,851,39.47,west
AL,Lowndes County,7278,5449,1809,20,75.05,east
TX,Rusk County,18722,4983,13646,93,26.75,west
LA,Franklin Parish,9358,2961,6278,119,32.05,west
GA,Pulaski County,3953,1377,2553,23,35.01,east
TX,Panola County,10216,2586,7582,48,25.43,west
TX,Henderson County,28993,7913,20857,223,27.50,west
GA,Montgomery County,3590,1045,2521,24,29.31,east
GA,Toombs County,9688,2964,6658,66,30.82,east
LA,De Soto Parish,12257,5242,6883,132,43.23,west
TX,Navarro County,16321,5400,10810,111,33.32,west
TX,Somervell County,3533,799,2677,57,22.99,west
GA,Tattnall County,6714,1932,4730,52,29.00,east
AL,Choctaw County,7894,3636,4223,35,46.29,east
GA,Wheeler County,2210,794,1408,8,36.04,east
AL,Bullock County,5415,4011,1391,13,74.25,east
GA,Dooly County,4160,2138,1991,31,51.76,east
GA,Evans County,3855,1374,2462,19,35.78,east
LA,Caldwell Parish,4893,1118,3696,79,23.22,west
AL,Wilcox County,6494,4612,1868,14,71.14,east
TX,Hill County,13188,3811,9264,113,29.15,west
TX,Comanche County,5217,1334,3813,70,25.92,west
LA,Tensas Parish,3040,1646,1367,27,54.63,west
GA,Bryan County,12845,3636,9112,97,28.53,east
LA,Red River Parish,4629,2080,2484,65,45.57,west
GA,Chatham County,110238,62755,46829,654,57.24,east
GA,Webster County,1111,515,588,8,46.73,east
GA,Stewart County,2105,1305,783,17,62.50,east
GA,Sumter County,12235,6454,5717,64,53.07,east
MS,Clarke County,8397,3121,5229,47,37.38,east
MS,Claiborne County,5453,4682,748,23,86.22,east
MS,Jasper County,9210,5025,4135,50,54.86,east
MS,Smith County,8305,1968,6265,72,23.91,east
TX,Bosque County,7646,1797,5762,87,23.77,west
GA,Telfair County,4374,1862,2486,26,42.86,east
LA,Winn Parish,6772,2047,4632,93,30.65,west
LA,Natchitoches Parish,17067,7801,9054,212,46.28,west
AL,Barbour County,11630,5697,5866,67,49.30,east
TX,Cherokee County,16417,4610,11695,112,28.27,west
GA,Wilcox County,3163,978,2159,26,31.15,east
GA,Liberty County,16376,10474,5828,74,64.26,east
TX,Sterling County,619,97,520,2,15.72,west
TX,Glasscock County,557,52,502,3,9.39,west
TX,Midland County,46216,9691,36155,370,21.14,west
TX,Ector County,35606,9123,26199,284,25.83,west
TX,Winkler County,2032,477,1529,26,23.77,west
TX,Coke County,1569,299,1252,18,19.28,west
TX,Anderson County,16655,4630,11884,141,28.04,west
TX,Coleman County,3702,643,3011,48,17.60,west
TX,Runnels County,3867,720,3118,29,18.76,west
TX,Brown County,15015,2822,12052,141,18.97,west
AL,Pike County,13955,5879,8004,72,42.31,east
AL,Crenshaw County,6291,1938,4319,34,30.95,east
MS,Copiah County,14502,7710,6701,91,53.50,east
MS,Simpson County,12610,4817,7641,152,38.67,east
GA,Crisp County,7550,3085,4424,41,41.11,east
TX,Hamilton County,3778,863,2876,39,23.08,west
GA,Long County,3450,1288,2119,43,37.79,east
TX,Freestone County,7288,2034,5205,49,28.10,west
TX,Culberson County,759,492,257,10,65.69,west
TX,Hudspeth County,898,430,458,10,48.42,west
TX,El Paso County,185233,122021,61783,1429,66.39,west
TX,Loving County,79,12,67,0,15.19,west
TX,Reeves County,3077,1606,1445,26,52.64,west
GA,Quitman County,1114,597,509,8,53.98,east
AL,Clarke County,13435,5914,7466,55,44.18,east
TX,Shelby County,9220,2548,6630,42,27.76,west
LA,Catahoula Parish,5225,1659,3486,80,32.24,west
GA,Jeff Davis County,5278,1356,3867,55,25.96,east
GA,Terrell County,4416,2501,1890,25,56.94,east
GA,Appling County,6996,1846,5085,65,26.64,east
AL,Butler County,9709,4188,5485,36,43.27,east
GA,Randolph County,3215,1833,1370,12,57.23,east
LA,La Salle Parish,6553,860,5602,91,13.30,west
GA,Lee County,13087,3100,9925,62,23.82,east
MS,Wayne County,10022,3890,6070,62,39.05,east
MS,Jefferson County,4478,3883,551,44,87.58,east
TX,McLennan County,79674,29998,49044,632,37.95,west
GA,Turner County,3553,1427,2096,30,40.52,east
GA,Ben Hill County,6036,2590,3417,29,43.12,east
GA,Worth County,8370,2542,5780,48,30.55,east
TX,Nacogdoches County,23391,8393,14828,170,36.14,west
LA,Sabine Parish,9652,2245,7226,181,23.70,west
GA,Wayne County,10560,2858,7601,101,27.35,east
AL,Monroe County,11252,5025,6175,52,44.88,east
MS,Jones County,29273,8846,20157,270,30.50,east
TX,Limestone County,7652,2516,5079,57,33.13,west
GA,Coffee County,13747,4811,8872,64,35.18,east
LA,Grant Parish,8558,1474,6907,177,17.58,west
MS,Covington County,9461,3852,5523,86,41.08,east
GA,Clay County,1440,879,558,3,61.12,east
AL,Henry County,8648,3018,5585,45,35.08,east
MS,Jefferson Davis County,7370,4454,2871,45,60.80,east
GA,Irwin County,3828,1197,2605,26,31.49,east
LA,Concordia Parish,9527,3766,5668,93,39.92,west
MS,Lawrence County,7009,2587,4369,53,37.19,east
AL,Conecuh County,6943,3429,3470,44,49.70,east
MS,Adams County,15696,9021,6566,109,57.88,east
AZ,Santa Cruz County,13303,8683,4518,102,65.76,west
TX,Mills County,2177,398,1753,26,18.50,west
MS,Lincoln County,16402,5505,10781,116,33.80,east
GA,Bacon County,3938,817,3089,32,20.97,east
TX,Coryell County,18332,6619,11550,163,36.43,west
TX,Tom Green County,38861,11158,27362,341,28.96,west
AL,Washington County,8775,3067,5654,54,35.21,east
GA,McIntosh County,6229,2905,3282,42,46.93,east
TX,Leon County,7041,1418,5566,57,20.30,west
TX,Upton County,1197,288,898,11,24.28,west
TX,Crane County,1454,319,1119,16,22.18,west
TX,San Augustine County,3715,1328,2342,45,36.19,west
TX,Reagan County,994,197,795,2,19.86,west
TX,Ward County,3602,899,2667,36,25.21,west
GA,Dougherty County,38846,26135,12547,164,67.57,east
GA,Calhoun County,2211,1342,862,7,60.88,east
AL,Dale County,19320,5270,13886,164,27.52,east
AL,Coffee County,20128,5079,14919,130,25.38,east
MS,Franklin County,4685,1733,2909,43,37.33,east
TX,Sabine County,4874,1077,3749,48,22.32,west
GA,Tift County,14257,4749,9431,77,33.47,east
TX,Houston County,8624,2656,5872,96,31.15,west
TX,Concho County,1077,257,807,13,24.15,west
GA,Pierce County,6791,1253,5500,38,18.59,east
AL,Covington County,15787,3240,12444,103,20.64,east
TX,Irion County,817,164,644,9,20.30,west
TX,Angelina County,29153,9379,19569,205,32.40,west
GA,Early County,5335,2603,2711,21,49.00,east
TX,Falls County,5599,2225,3328,46,40.07,west
LA,Rapides Parish,57521,20127,36611,783,35.47,west
TX,McCulloch County,3010,728,2263,19,24.34,west
TX,San Saba County,2457,487,1941,29,20.06,west
GA,Berrien County,6449,1471,4901,77,23.08,east
GA,Ware County,12416,4034,8311,71,32.70,east
TX,Lampasas County,7634,1903,5651,80,25.19,west
GA,Glynn County,33341,12676,20479,186,38.23,east
GA,Baker County,1687,846,828,13,50.55,east
GA,Mitchell County,8120,3872,4201,47,47.99,east
MS,Greene County,5789,1366,4361,62,23.86,east
MS,Forrest County,27184,11622,15296,266,43.17,east
MS,Lamar County,23910,5159,18497,254,21.81,east
MS,Perry County,5664,1533,4067,64,27.38,east
MS,Marion County,13010,4422,8513,75,34.19,east
GA,Atkinson County,2904,938,1941,25,32.59,east
TX,Trinity County,6077,1925,4095,57,31.98,west
TX,Pecos County,4010,1476,2480,54,37.31,west
GA,Brantley County,6277,1119,5080,78,18.03,east
MS,Wilkinson County,5139,3534,1560,45,69.37,east
LA,Vernon Parish,15769,3534,11946,289,22.83,west
TX,Robertson County,6710,2675,3980,55,40.20,west
GA,Cook County,5903,2075,3782,46,35.45,east
MS,Amite County,7650,3348,4245,57,44.09,east
MS,Pike County,18055,9276,8651,128,51.75,east
MS,Walthall County,7780,3456,4253,71,44.83,east
LA,Avoyelles Parish,16938,6327,10236,375,38.20,west
GA,Colquitt County,13435,4139,9185,111,31.05,east
TX,Bell County,90334,40413,49242,679,45.08,west
AL,Baldwin County,81413,19386,61271,756,24.02,east
AL,Houston County,41735,12225,29254,256,29.48,east
AL,Escambia County,14674,5188,9375,111,35.65,east
GA,Miller County,2738,818,1899,21,30.11,east
AL,Geneva County,11657,2134,9417,106,18.47,east
TX,Newton County,5260,1751,3446,63,33.69,west
GA,Clinch County,2696,989,1678,29,37.11,east
GA,Lanier County,2873,1062,1787,24,37.30,east
AL,Mobile County,181424,82181,98049,1194,45.62,east
GA,Camden County,17084,6482,10502,100,38.13,east
TX,Jasper County,12776,3658,9022,96,28.85,west
TX,Polk County,20149,6230,13731,188,31.21,west
TX,Milam County,8357,3044,5217,96,36.84,west
TX,Jeff Davis County,1236,468,749,19,38.45,west
TX,Madison County,4074,1146,2891,37,28.39,west
TX,Menard County,1018,295,712,11,29.30,west
TX,Schleicher County,1304,324,970,10,25.04,west
TX,Crockett County,1545,512,1026,7,33.29,west
GA,Decatur County,10374,4424,5890,60,42.91,east
GA,Grady County,9365,3539,5775,51,37.99,east
GA,Brooks County,6201,2669,3507,25,43.17,east
GA,Thomas County,18459,7720,10642,97,42.01,east
GA,Seminole County,3996,1660,2315,21,41.75,east
GA,Charlton County,3685,1197,2466,22,32.70,east
TX,Tyler County,7910,2166,5644,100,27.73,west
TX,Walker County,19146,7334,11623,189,38.69,west
LA,West Feliciana Parish,5620,2415,3150,55,43.40,west
TX,Burnet County,16893,4608,12059,226,27.65,west
GA,Lowndes County,39078,17597,21269,212,45.27,east
LA,Pointe Coupee Parish,12435,5516,6702,217,45.15,west
MS,Pearl River County,22443,4320,17881,242,19.46,east
LA,Washington Parish,18624,6122,12215,287,33.38,west
LA,Evangeline Parish,15976,5853,9793,330,37.41,west
FL,Jackson County,21565,7671,13717,177,35.86,east
LA,Tangipahoa Parish,48602,16438,31434,730,34.34,west
FL,Escambia County,154447,61572,91411,1464,40.25,east
FL,Santa Rosa County,76185,19470,55972,743,25.81,east
MS,George County,9335,1532,7700,103,16.59,east
LA,Saint Helena Parish,6184,3567,2522,95,58.58,west
FL,Okaloosa County,95529,25872,68789,868,27.33,east
LA,East Feliciana Parish,9947,4383,5432,132,44.65,west
FL,Holmes County,8589,1446,7033,110,17.06,east
FL,Walton County,27046,7174,19561,311,26.84,east
TX,Brazos County,58673,20502,37465,706,35.37,west
TX,Mason County,2121,546,1544,31,26.12,west
TX,Llano County,9629,2250,7281,98,23.61,west
MS,Stone County,7246,1996,5149,101,27.94,east
TX,Williamson County,158403,67691,88323,2389,43.39,west
TX,San Jacinto County,8958,2721,6151,86,30.67,west
LA,Allen Parish,9467,2891,6333,243,31.34,west
LA,Beauregard Parish,14074,3071,10718,285,22.27,west
GA,Echols County,1187,201,981,5,16.97,east
TX,Grimes County,8322,2704,5562,56,32.71,west
LA,Saint Landry Parish,42493,20268,21650,575,48.35,west
FL,Washington County,11131,2863,8178,90,25.93,east
FL,Nassau County,38304,10618,27403,283,27.93,east
MS,Jackson County,54296,17781,35993,522,33.07,east
TX,Burleson County,6665,2053,4547,65,31.10,west
LA,East Baton Rouge Parish,197349,99652,95390,2307,51.09,west
LA,Saint Tammany Parish,109542,24596,83078,1868,22.84,west
FL,Gadsden County,22510,15582,6811,117,69.58,east
TX,Kimble County,1843,342,1487,14,18.70,west
TX,Sutton County,1578,381,1189,8,24.26,west
FL,Leon County,148608,91747,55705,1156,62.23,east
MS,Harrison County,61957,22673,38757,527,36.91,east
FL,Jefferson County,7957,4088,3797,72,51.85,east
TX,Brewster County,3900,1970,1855,75,51.50,west
LA,West Baton Rouge Parish,11866,5043,6654,169,43.11,west
TX,Terrell County,519,186,323,10,36.54,west
LA,Livingston Parish,50892,6681,43269,942,13.38,west
FL,Madison County,8907,4270,4544,93,48.44,east
MS,Hancock County,17056,3768,13020,268,22.44,east
FL,Hamilton County,5587,2364,3179,44,42.65,east
TX,Presidio County,1757,1252,489,16,71.91,west
TX,Montgomery County,157847,36703,119884,1260,23.44,west
TX,Travis County,397714,254017,136981,6716,64.97,west
FL,Calhoun County,6244,1821,4345,78,29.53,east
FL,Liberty County,3278,895,2339,44,27.67,east
FL,Columbia County,28128,9171,18670,287,32.94,east
FL,Duval County,415761,202618,210537,2606,49.04,east
FL,Baker County,11059,2327,8672,60,21.15,east
FL,Bay County,81127,23653,56683,791,29.45,east
TX,Lee County,6377,2000,4312,65,31.68,west
TX,Hardin County,20702,3939,16603,160,19.18,west
TX,Gillespie County,12338,2576,9563,199,21.22,west
TX,Blanco County,4939,1467,3418,54,30.03,west
LA,Saint Martin Parish,24252,9419,14443,390,39.48,west
LA,Iberville Parish,16421,9023,7185,213,55.67,west
TX,Liberty County,21626,5991,15448,187,27.94,west
LA,Calcasieu Parish,82131,30244,50449,1438,37.48,west
LA,Jefferson Davis Parish,13501,3923,9278,300,29.72,west
LA,Acadia Parish,26711,7028,19229,454,26.77,west
FL,Suwannee County,17662,4916,12534,212,28.17,east
TX,Bastrop County,25918,11687,13817,414,45.82,west
TX,Washington County,14377,4034,10176,167,28.39,west
LA,Lafayette Parish,95642,32145,62055,1442,34.13,west
TX,Hays County,59052,28431,29638,983,48.96,west
LA,Ascension Parish,46571,14625,31239,707,31.88,west
FL,Taylor County,9366,2803,6457,106,30.27,east
FL,Wakulla County,14376,5311,8877,188,37.43,east
LA,Saint John the Baptist Parish,21656,12424,8912,320,58.23,west
TX,Val Verde County,12820,6982,5752,86,54.83,west
TX,Edwards County,1035,346,673,16,33.96,west
TX,Kerr County,22556,5570,16752,234,24.95,west
FL,Lafayette County,3359,642,2679,38,19.33,east
FL,Saint Johns County,105844,35791,69222,831,34.08,east
TX,Orange County,29406,7646,21509,251,26.23,west
TX,Waller County,15508,7153,8265,90,46.39,west
LA,Saint Charles Parish,25397,8522,16457,418,34.12,west
LA,Jefferson Parish,181120,65096,113191,2833,36.51,west
FL,Gulf County,7205,2149,4980,76,30.15,east
LA,Orleans Parish,147439,117102,28130,2207,80.63,west
FL,Clay County,94577,26697,67203,677,28.43,east
TX,Jefferson County,88296,44888,42905,503,51.13,west
TX,Harris County,1171472,590982,571883,8607,50.82,west
LA,Saint Bernard Parish,13541,3491,9643,407,26.58,west
LA,Saint James Parish,12564,6994,5432,138,56.29,west
TX,Fayette County,10714,3014,7582,118,28.44,west
LA,Vermilion Parish,24833,6266,18069,498,25.75,west
FL,Bradford County,11676,3430,8136,110,29.66,east
FL,Union County,5293,1300,3940,53,24.81,east
TX,Kendall County,16746,3599,12971,176,21.72,west
LA,Iberia Parish,33168,12492,20127,549,38.30,west
TX,Austin County,11721,2821,8786,114,24.31,west
LA,Assumption Parish,10960,4756,5981,223,44.29,west
TX,Real County,1628,375,1238,15,23.25,west
TX,Caldwell County,11648,5403,6107,138,46.94,west
LA,Cameron Parish,3793,613,3089,91,16.56,west
TX,Comal County,48158,12384,35233,541,26.01,west
FL,Franklin County,6029,2134,3818,77,35.86,east
TX,Colorado County,8353,2508,5795,50,30.21,west
LA,Saint Mary Parish,22903,9345,13183,375,41.48,west
FL,Alachua County,125519,75565,48513,1441,60.90,east
FL,Gilchrist County,7819,1996,5656,167,26.09,east
LA,Lafourche Parish,37893,9662,27089,1142,26.29,west
TX,Bandera County,9297,2250,6935,112,24.50,west
LA,Plaquemines Parish,10449,3380,6894,175,32.90,west
TX,Chambers County,13292,3188,9988,116,24.19,west
TX,Guadalupe County,47461,16156,30869,436,34.36,west
FL,Putnam County,33171,13236,19637,298,40.26,east
FL,Dixie County,7264,1925,5194,145,27.04,east
TX,Fort Bend County,202822,98368,103206,1248,48.80,west
TX,Gonzales County,6287,2167,4076,44,34.71,west
LA,Terrebonne Parish,40696,11581,28210,905,29.11,west
TX,Bexar County,525715,275527,246275,3913,52.80,west
TX,Medina County,15737,5147,10480,110,32.94,west
FL,Flagler County,49031,24726,23951,354,50.80,east
TX,Wharton County,14418,4937,9431,50,34.36,west
TX,Lavaca County,8223,1869,6293,61,22.90,west
TX,Uvalde County,8766,4126,4590,50,47.34,west
TX,Kinney County,1551,633,907,11,41.10,west
TX,Galveston County,105004,41805,62258,941,40.17,west
TX,Brazoria County,104940,36480,67515,945,35.08,west
FL,Levy County,18725,6711,11754,260,36.35,east
FL,Marion County,162022,70839,89628,1555,44.14,east
TX,Wilson County,16366,5362,10904,100,32.96,west
FL,Volusia County,243824,127795,113938,2091,52.86,east
TX,DeWitt County,6626,1716,4888,22,25.99,west
FL,Lake County,146926,62948,82802,1176,43.19,east
TX,Jackson County,5057,1301,3723,33,25.90,west
TX,Atascosa County,9938,4415,5462,61,44.70,west
TX,Matagorda County,12373,4440,7835,98,36.17,west
TX,Karnes County,4527,1760,2736,31,39.15,west
TX,Victoria County,29931,9832,19878,221,33.09,west
TX,Frio County,4062,2405,1644,13,59.40,west
TX,Zavala County,3876,3263,596,17,84.55,west
TX,Maverick County,10939,8554,2316,69,78.70,west
FL,Citrus County,76158,31460,43706,992,41.85,east
FL,Sumter County,48868,17655,30866,347,36.39,east
TX,Goliad County,3655,1329,2298,28,36.64,west
FL,Seminole County,205895,99335,105070,1490,48.60,east
FL,Brevard County,287859,127620,157589,2650,44.74,east
TX,Live Oak County,4176,1048,3095,33,25.30,west
FL,Orange County,462711,273009,186832,2870,59.37,east
TX,Calhoun County,6879,2729,4106,44,39.93,west
TX,Bee County,8157,3645,4471,41,44.91,west
FL,Hernando County,87901,41886,45021,994,48.19,east
TX,La Salle County,1776,1052,714,10,59.57,west
TX,McMullen County,537,132,400,5,24.81,west
TX,Dimmit County,3587,2692,874,21,75.49,west
TX,Refugio County,3261,1382,1855,24,42.70,west
FL,Pasco County,214866,102417,110104,2345,48.20,east
FL,Polk County,244833,113865,128878,2090,46.91,east
FL,Osceola County,100670,59962,40086,622,59.93,east
TX,Aransas County,9778,3006,6693,79,30.99,west
TX,Webb County,46821,33452,13119,250,71.83,west
TX,San Patricio County,21396,8854,12404,138,41.65,west
FL,Pinellas County,463282,248299,210066,4917,54.17,east
FL,Hillsborough County,513312,272963,236355,3994,53.59,east
TX,Duval County,4409,3298,1076,35,75.40,west
TX,Jim Wells County,11612,6706,4841,65,58.08,west
TX,Nueces County,101230,47912,52391,927,47.77,west
FL,Indian River County,70591,29710,40176,705,42.52,east
FL,Highlands County,44783,18135,26221,427,40.89,east
FL,Hardee County,7412,2568,4763,81,35.03,east
FL,Manatee County,151994,70034,80721,1239,46.46,east
FL,Okeechobee County,12786,5108,7561,117,40.32,east
TX,Kleberg County,9876,5256,4540,80,53.65,west
FL,Saint Lucie County,120579,67125,52512,942,56.11,east
FL,Sarasota County,207353,102686,102897,1770,49.95,east
TX,Jim Hogg County,1815,1336,472,7,73.89,west
FL,DeSoto County,10131,4383,5632,116,43.76,east
TX,Zapata County,2866,1939,919,8,67.84,west
TX,Kenedy County,202,108,94,0,53.47,west
TX,Brooks County,2309,1747,556,6,75.86,west
FL,Martin County,78294,33508,44143,643,43.15,east
FL,Glades County,3358,1381,1938,39,41.61,east
FL,Charlotte County,85158,39031,45205,922,46.34,east
FL,Palm Beach County,590500,361271,226037,3192,61.51,east
FL,Hendry County,10879,4998,5780,101,46.37,east
FL,Lee County,269276,119701,147608,1967,44.78,east
TX,Starr County,9792,8274,1492,26,84.72,west
TX,Hidalgo County,130784,90261,39668,855,69.47,west
TX,Willacy County,4903,3409,1456,38,70.07,west
FL,Collier County,141988,54450,86379,1159,38.66,east
TX,Cameron County,75657,48480,26671,506,64.51,west
FL,Broward County,733899,492640,237729,3530,67.45,east
FL,Miami-Dade County,863486,499831,360551,3104,58.09,east
FL,Monroe County,40272,20907,18933,432,52.48,east
HI,Kauai County,27224,20416,6245,563,76.58,west
HI,Honolulu County,306813,214239,88164,4410,70.84,west
HI,Maui County,51789,39727,11154,908,78.08,west
HI,Hawaii County,66916,50819,14866,1231,77.36,west
OH,Ottawa County,23069,12049,10618,402,53.16,east
OH,Sandusky County,30373,15601,14190,582,52.40,east
OH,Summit County,269059,155105,110499,3455,58.36,east
OH,Athens County,31098,20722,9742,634,68.02,east
OH,Butler County,173777,66030,105341,2406,38.53,east
OH,Clinton County,19305,6558,12409,338,34.58,east
OH,Cuyahoga County,665352,458422,199880,7050,69.64,east
OH,Franklin County,560325,334709,218486,7130,60.50,east
OH,Hamilton County,425086,225213,195530,4343,53.53,east
OH,Highland County,19186,6856,11907,423,36.54,east
OH,Hocking County,12961,6259,6364,338,49.58,east
OH,Licking County,82356,33932,46918,1506,41.97,east
OH,Madison County,17454,6532,10606,316,38.11,east
