Temperature,DewPoint,Pressure,Date
82.9,63.1,1.0,20100508 16:00
82.4,63.0,1.0,20100508 17:00
80.7,62.6,1.0,20100508 18:00
77.9,63.2,1.0,20100508 19:00
75.0,63.4,1.0,20100508 20:00
73.1,63.5,1.0,20100508 21:00
71.5,63.4,1.0,20100508 22:00
70.2,63.5,1.0,20100508 23:00
69.5,63.2,1.0,20100509 00:00
68.4,63.3,1.0,20100509 01:00
67.6,62.9,1.0,20100509 02:00
67.2,62.8,1.0,20100509 03:00
66.9,62.8,1.0,20100509 04:00
66.7,62.7,1.0,20100509 05:00
66.8,62.5,1.0,20100509 06:00
68.0,63.4,1.0,20100509 07:00
70.5,64.0,1.0,20100509 08:00
73.3,64.0,1.0,20100509 09:00
75.7,64.1,1.0,20100509 10:00
77.9,63.9,1.0,20100509 11:00
79.8,63.7,1.0,20100509 12:00
81.2,63.8,1.0,20100509 13:00
82.4,63.7,1.0,20100509 14:00
83.1,63.5,1.0,20100509 15:00
83.0,63.4,1.0,20100509 16:00
82.5,63.2,1.0,20100509 17:00
80.8,62.8,1.0,20100509 18:00
78.0,63.4,1.0,20100509 19:00
75.1,63.6,1.0,20100509 20:00
73.1,63.7,1.0,20100509 21:00
71.6,63.6,1.0,20100509 22:00
70.3,63.7,1.0,20100509 23:00
69.7,63.3,1.0,20100510 00:00
68.5,63.5,1.0,20100510 01:00
67.7,63.1,1.0,20100510 02:00
67.3,63.0,1.0,20100510 03:00
67.0,63.0,1.0,20100510 04:00
66.7,62.8,1.0,20100510 05:00
66.9,62.6,1.0,20100510 06:00
68.2,63.6,1.0,20100510 07:00
70.8,64.2,1.0,20100510 08:00
73.5,64.2,1.0,20100510 09:00
75.9,64.2,1.0,20100510 10:00
78.1,64.1,1.0,20100510 11:00
80.0,63.8,1.0,20100510 12:00
81.4,63.9,1.0,20100510 13:00
82.6,63.8,1.0,20100510 14:00
83.3,63.7,1.0,20100510 15:00
83.3,63.6,1.0,20100510 16:00
82.7,63.4,1.0,20100510 17:00
81.1,63.0,1.0,20100510 18:00
78.2,63.6,1.0,20100510 19:00
75.4,63.8,1.0,20100510 20:00
73.4,64.0,1.0,20100510 21:00
71.7,63.7,1.0,20100510 22:00
70.3,63.8,1.0,20100510 23:00
69.8,63.5,1.0,20100511 00:00
68.6,63.6,1.0,20100511 01:00
67.8,63.3,1.0,20100511 02:00
67.4,63.1,1.0,20100511 03:00
67.1,63.1,1.0,20100511 04:00
66.9,63.0,1.0,20100511 05:00
67.1,62.8,1.0,20100511 06:00
68.4,63.9,1.0,20100511 07:00
71.0,64.5,1.0,20100511 08:00
73.8,64.5,1.0,20100511 09:00
76.3,64.5,1.0,20100511 10:00
78.4,64.4,1.0,20100511 11:00
80.2,64.0,1.0,20100511 12:00
81.7,64.1,1.0,20100511 13:00
82.7,64.0,1.0,20100511 14:00
83.5,63.8,1.0,20100511 15:00
83.5,63.8,1.0,20100511 16:00
82.9,63.5,1.0,20100511 17:00
81.3,63.1,1.0,20100511 18:00
78.4,63.7,1.0,20100511 19:00
75.4,63.9,1.0,20100511 20:00
73.4,64.0,1.0,20100511 21:00
71.8,63.9,1.0,20100511 22:00
70.4,63.9,1.0,20100511 23:00
70.0,63.6,1.0,20100512 00:00
68.8,63.8,1.0,20100512 01:00
68.0,63.5,1.0,20100512 02:00
67.6,63.3,1.0,20100512 03:00
67.3,63.4,1.0,20100512 04:00
67.0,63.2,1.0,20100512 05:00
67.2,63.0,1.0,20100512 06:00
68.5,64.1,1.0,20100512 07:00
71.2,64.7,1.0,20100512 08:00
74.0,64.6,1.0,20100512 09:00
76.5,64.5,1.0,20100512 10:00
78.5,64.3,1.0,20100512 11:00
80.4,63.9,1.0,20100512 12:00
81.8,64.0,1.0,20100512 13:00
82.9,63.9,1.0,20100512 14:00
83.6,63.7,1.0,20100512 15:00
83.6,63.6,1.0,20100512 16:00
83.0,63.3,1.0,20100512 17:00
81.4,63.0,1.0,20100512 18:00
78.5,63.5,1.0,20100512 19:00
75.5,63.8,1.0,20100512 20:00
73.5,64.0,1.0,20100512 21:00
71.8,63.9,1.0,20100512 22:00
70.5,64.0,1.0,20100512 23:00
70.1,63.7,1.0,20100513 00:00
68.9,64.0,1.0,20100513 01:00
68.1,63.7,1.0,20100513 02:00
67.8,63.5,1.0,20100513 03:00
67.5,63.5,1.0,20100513 04:00
67.1,63.3,1.0,20100513 05:00
67.3,63.2,1.0,20100513 06:00
68.7,64.2,1.0,20100513 07:00
71.3,64.7,1.0,20100513 08:00
74.1,64.6,1.0,20100513 09:00
76.6,64.5,1.0,20100513 10:00
78.6,64.3,1.0,20100513 11:00
80.5,63.9,1.0,20100513 12:00
81.9,64.0,1.0,20100513 13:00
83.0,63.9,1.0,20100513 14:00
83.8,63.8,1.0,20100513 15:00
83.7,63.7,1.0,20100513 16:00
83.1,63.5,1.0,20100513 17:00
81.5,63.1,1.0,20100513 18:00
78.7,63.7,1.0,20100513 19:00
75.6,63.9,1.0,20100513 20:00
73.6,64.1,1.0,20100513 21:00
71.9,64.1,1.0,20100513 22:00
70.6,64.1,1.0,20100513 23:00
70.2,63.8,1.0,20100514 00:00
68.9,64.1,1.0,20100514 01:00
68.2,63.8,1.0,20100514 02:00
67.8,63.6,1.0,20100514 03:00
67.5,63.6,1.0,20100514 04:00
67.1,63.4,1.0,20100514 05:00
67.4,63.3,1.0,20100514 06:00
68.8,64.3,1.0,20100514 07:00
71.4,64.8,1.0,20100514 08:00
74.2,64.7,1.0,20100514 09:00
76.7,64.6,1.0,20100514 10:00
78.8,64.4,1.0,20100514 11:00
80.6,64.0,1.0,20100514 12:00
82.0,64.1,1.0,20100514 13:00
83.0,63.9,1.0,20100514 14:00
83.8,63.8,1.0,20100514 15:00
83.7,63.8,1.0,20100514 16:00
83.2,63.6,1.0,20100514 17:00
81.6,63.3,1.0,20100514 18:00
78.8,63.8,1.0,20100514 19:00
75.8,64.1,1.0,20100514 20:00
73.8,64.2,1.0,20100514 21:00
72.1,64.2,1.0,20100514 22:00
70.7,64.2,1.0,20100514 23:00
70.4,63.9,1.0,20100515 00:00
69.1,64.2,1.0,20100515 01:00
68.3,63.9,1.0,20100515 02:00
67.9,63.7,1.0,20100515 03:00
67.6,63.7,1.0,20100515 04:00
67.2,63.5,1.0,20100515 05:00
67.5,63.4,1.0,20100515 06:00
68.9,64.3,1.0,20100515 07:00
71.5,64.9,1.0,20100515 08:00
74.3,64.8,1.0,20100515 09:00
76.8,64.7,1.0,20100515 10:00
79.0,64.5,1.0,20100515 11:00
80.8,64.1,1.0,20100515 12:00
82.1,64.1,1.0,20100515 13:00
83.2,64.0,1.0,20100515 14:00
83.9,63.9,1.0,20100515 15:00
83.9,63.9,1.0,20100515 16:00
83.3,63.7,1.0,20100515 17:00
81.7,63.4,1.0,20100515 18:00
79.0,64.0,1.0,20100515 19:00
75.9,64.3,1.0,20100515 20:00
73.9,64.4,1.0,20100515 21:00
72.2,64.5,1.0,20100515 22:00
70.9,64.5,1.0,20100515 23:00
70.5,64.2,1.0,20100516 00:00
69.2,64.5,1.0,20100516 01:00
68.5,64.2,1.0,20100516 02:00
68.1,64.0,1.0,20100516 03:00
67.8,64.0,1.0,20100516 04:00
67.4,63.8,1.0,20100516 05:00
67.7,63.7,1.0,20100516 06:00
69.1,64.6,1.0,20100516 07:00
71.7,65.1,1.0,20100516 08:00
74.6,65.1,1.0,20100516 09:00
77.1,64.9,1.0,20100516 10:00
79.3,64.7,1.0,20100516 11:00
81.0,64.3,1.0,20100516 12:00
82.4,64.3,1.0,20100516 13:00
83.4,64.2,1.0,20100516 14:00
84.2,64.1,1.0,20100516 15:00
84.2,64.1,1.0,20100516 16:00
83.6,64.0,1.0,20100516 17:00
82.1,63.7,1.0,20100516 18:00
79.3,64.3,1.0,20100516 19:00
76.3,64.6,1.0,20100516 20:00
74.2,64.7,1.0,20100516 21:00
72.5,64.7,1.0,20100516 22:00
71.2,64.7,1.0,20100516 23:00
70.7,64.4,1.0,20100517 00:00
69.5,64.8,1.0,20100517 01:00
68.7,64.5,1.0,20100517 02:00
68.3,64.3,1.0,20100517 03:00
68.0,64.3,1.0,20100517 04:00
67.7,64.0,1.0,20100517 05:00
68.0,63.9,1.0,20100517 06:00
69.3,64.8,1.0,20100517 07:00
71.9,65.3,1.0,20100517 08:00
74.8,65.3,1.0,20100517 09:00
77.3,65.2,1.0,20100517 10:00
79.4,64.9,1.0,20100517 11:00
81.1,64.5,1.0,20100517 12:00
82.6,64.6,1.0,20100517 13:00
83.6,64.4,1.0,20100517 14:00
84.4,64.3,1.0,20100517 15:00
84.4,64.2,1.0,20100517 16:00
83.9,64.2,1.0,20100517 17:00
82.3,63.9,1.0,20100517 18:00
79.5,64.5,1.0,20100517 19:00
76.4,64.7,1.0,20100517 20:00
74.3,64.9,1.0,20100517 21:00
72.7,65.0,1.0,20100517 22:00
71.3,65.0,1.0,20100517 23:00
70.8,64.7,1.0,20100518 00:00
69.6,65.1,1.0,20100518 01:00
69.0,64.8,1.0,20100518 02:00
68.6,64.6,1.0,20100518 03:00
68.2,64.6,1.0,20100518 04:00
67.9,64.3,1.0,20100518 05:00
68.1,64.2,1.0,20100518 06:00
69.5,65.1,1.0,20100518 07:00
72.2,65.6,1.0,20100518 08:00
75.1,65.6,1.0,20100518 09:00
77.6,65.4,1.0,20100518 10:00
79.7,65.1,1.0,20100518 11:00
81.4,64.7,1.0,20100518 12:00
82.8,64.8,1.0,20100518 13:00
83.9,64.7,1.0,20100518 14:00
84.6,64.5,1.0,20100518 15:00
84.7,64.5,1.0,20100518 16:00
84.1,64.4,1.0,20100518 17:00
82.5,64.1,1.0,20100518 18:00
79.8,64.7,1.0,20100518 19:00
76.7,65.0,1.0,20100518 20:00
74.6,65.1,1.0,20100518 21:00
72.9,65.2,1.0,20100518 22:00
71.6,65.2,1.0,20100518 23:00
71.1,65.0,1.0,20100519 00:00
69.9,65.4,1.0,20100519 01:00
69.3,65.2,1.0,20100519 02:00
68.8,65.0,1.0,20100519 03:00
68.5,64.9,1.0,20100519 04:00
68.2,64.7,1.0,20100519 05:00
68.4,64.5,1.0,20100519 06:00
69.8,65.4,1.0,20100519 07:00
72.4,65.9,1.0,20100519 08:00
75.3,65.9,1.0,20100519 09:00
77.7,65.7,1.0,20100519 10:00
79.9,65.5,1.0,20100519 11:00
81.6,65.1,1.0,20100519 12:00
83.0,65.1,1.0,20100519 13:00
84.1,65.0,1.0,20100519 14:00
84.9,64.8,1.0,20100519 15:00
85.0,64.7,1.0,20100519 16:00
84.5,64.5,1.0,20100519 17:00
82.8,64.4,1.0,20100519 18:00
80.1,64.9,1.0,20100519 19:00
77.0,65.2,1.0,20100519 20:00
74.9,65.3,1.0,20100519 21:00
73.2,65.4,1.0,20100519 22:00
71.9,65.4,1.0,20100519 23:00
71.3,65.2,1.0,20100520 00:00
70.1,65.5,1.0,20100520 01:00
69.4,65.3,1.0,20100520 02:00
69.0,65.2,1.0,20100520 03:00
68.7,65.1,1.0,20100520 04:00
68.3,64.8,1.0,20100520 05:00
68.6,64.7,1.0,20100520 06:00
69.9,65.6,1.0,20100520 07:00
72.6,66.1,1.0,20100520 08:00
75.4,66.1,1.0,20100520 09:00
77.9,65.9,1.0,20100520 10:00
80.0,65.6,1.0,20100520 11:00
81.8,65.2,1.0,20100520 12:00
83.3,65.2,1.0,20100520 13:00
84.3,65.1,1.0,20100520 14:00
85.1,64.9,1.0,20100520 15:00
85.2,64.9,1.0,20100520 16:00
84.7,64.6,1.0,20100520 17:00
83.0,64.5,1.0,20100520 18:00
80.3,65.0,1.0,20100520 19:00
77.2,65.3,1.0,20100520 20:00
75.0,65.3,1.0,20100520 21:00
73.3,65.5,1.0,20100520 22:00
72.0,65.5,1.0,20100520 23:00
71.4,65.3,1.0,20100521 00:00
70.2,65.6,1.0,20100521 01:00
69.6,65.5,1.0,20100521 02:00
69.1,65.3,1.0,20100521 03:00
68.8,65.2,1.0,20100521 04:00
68.4,64.9,1.0,20100521 05:00
68.6,64.8,1.0,20100521 06:00
70.0,65.7,1.0,20100521 07:00
72.7,66.2,1.0,20100521 08:00
75.5,66.2,1.0,20100521 09:00
78.0,66.0,1.0,20100521 10:00
80.1,65.7,1.0,20100521 11:00
81.9,65.2,1.0,20100521 12:00
83.4,65.3,1.0,20100521 13:00
84.5,65.2,1.0,20100521 14:00
85.2,65.1,1.0,20100521 15:00
85.4,64.9,1.0,20100521 16:00
84.9,64.7,1.0,20100521 17:00
83.3,64.6,1.0,20100521 18:00
80.5,65.1,1.0,20100521 19:00
77.3,65.4,1.0,20100521 20:00
75.1,65.5,1.0,20100521 21:00
73.4,65.6,1.0,20100521 22:00
72.1,65.6,1.0,20100521 23:00
71.6,65.4,1.0,20100522 00:00
70.3,65.7,1.0,20100522 01:00
69.6,65.5,1.0,20100522 02:00
69.2,65.4,1.0,20100522 03:00
68.8,65.2,1.0,20100522 04:00
68.4,65.0,1.0,20100522 05:00
68.8,64.9,1.0,20100522 06:00
70.2,65.9,1.0,20100522 07:00
72.8,66.4,1.0,20100522 08:00
75.6,66.4,1.0,20100522 09:00
78.1,66.1,1.0,20100522 10:00
80.3,65.9,1.0,20100522 11:00
82.1,65.3,1.0,20100522 12:00
83.6,65.4,1.0,20100522 13:00
84.6,65.3,1.0,20100522 14:00
85.3,65.2,1.0,20100522 15:00
85.5,65.0,1.0,20100522 16:00
85.1,64.8,1.0,20100522 17:00
83.5,64.7,1.0,20100522 18:00
80.8,65.2,1.0,20100522 19:00
77.5,65.5,1.0,20100522 20:00
75.3,65.6,1.0,20100522 21:00
73.6,65.7,1.0,20100522 22:00
72.3,65.8,1.0,20100522 23:00
71.8,65.6,1.0,20100523 00:00
70.5,65.9,1.0,20100523 01:00
69.9,65.7,1.0,20100523 02:00
69.4,65.6,1.0,20100523 03:00
69.1,65.5,1.0,20100523 04:00
68.7,65.3,1.0,20100523 05:00
69.0,65.2,1.0,20100523 06:00
70.5,66.1,1.0,20100523 07:00
73.0,66.6,1.0,20100523 08:00
75.9,66.6,1.0,20100523 09:00
78.4,66.3,1.0,20100523 10:00
80.5,66.0,1.0,20100523 11:00
82.4,65.5,1.0,20100523 12:00
83.8,65.6,1.0,20100523 13:00
84.8,65.5,1.0,20100523 14:00
85.6,65.3,1.0,20100523 15:00
85.8,65.1,1.0,20100523 16:00
85.3,64.9,1.0,20100523 17:00
83.7,64.8,1.0,20100523 18:00
81.0,65.3,1.0,20100523 19:00
77.7,65.6,1.0,20100523 20:00
75.5,65.7,1.0,20100523 21:00
73.8,65.9,1.0,20100523 22:00
72.6,66.0,1.0,20100523 23:00
72.0,65.7,1.0,20100524 00:00
70.7,66.0,1.0,20100524 01:00
70.0,65.9,1.0,20100524 02:00
69.6,65.8,1.0,20100524 03:00
69.2,65.6,1.0,20100524 04:00
68.8,65.4,1.0,20100524 05:00
69.1,65.3,1.0,20100524 06:00
70.5,66.2,1.0,20100524 07:00
73.2,66.7,1.0,20100524 08:00
76.0,66.6,1.0,20100524 09:00
78.5,66.3,1.0,20100524 10:00
80.8,66.2,1.0,20100524 11:00
82.6,65.6,1.0,20100524 12:00
84.1,65.6,1.0,20100524 13:00
85.2,65.5,1.0,20100524 14:00
85.9,65.3,1.0,20100524 15:00
86.1,65.1,1.0,20100524 16:00
85.6,65.0,1.0,20100524 17:00
84.0,64.9,1.0,20100524 18:00
81.3,65.4,1.0,20100524 19:00
78.0,65.7,1.0,20100524 20:00
75.9,65.8,1.0,20100524 21:00
74.1,66.0,1.0,20100524 22:00
72.9,66.2,1.0,20100524 23:00
72.2,65.9,1.0,20100525 00:00
70.9,66.2,1.0,20100525 01:00
70.2,66.1,1.0,20100525 02:00
69.7,65.9,1.0,20100525 03:00
69.3,65.8,1.0,20100525 04:00
68.9,65.6,1.0,20100525 05:00
69.2,65.5,1.0,20100525 06:00
70.7,66.4,1.0,20100525 07:00
73.3,66.8,1.0,20100525 08:00
76.2,66.8,1.0,20100525 09:00
78.7,66.6,1.0,20100525 10:00
81.0,66.3,1.0,20100525 11:00
83.0,65.8,1.0,20100525 12:00
84.5,65.8,1.0,20100525 13:00
85.5,65.6,1.0,20100525 14:00
86.3,65.4,1.0,20100525 15:00
86.4,65.2,1.0,20100525 16:00
86.0,65.1,1.0,20100525 17:00
84.3,65.0,1.0,20100525 18:00
81.7,65.5,1.0,20100525 19:00
78.4,65.8,1.0,20100525 20:00
76.2,66.0,1.0,20100525 21:00
74.5,66.3,1.0,20100525 22:00
73.2,66.5,1.0,20100525 23:00
72.5,66.3,1.0,20100526 00:00
71.2,66.5,1.0,20100526 01:00
70.5,66.4,1.0,20100526 02:00
70.0,66.2,1.0,20100526 03:00
69.6,66.1,1.0,20100526 04:00
69.3,66.0,1.0,20100526 05:00
69.6,65.9,1.0,20100526 06:00
71.1,66.8,1.0,20100526 07:00
73.6,67.2,1.0,20100526 08:00
76.6,67.3,1.0,20100526 09:00
79.1,67.0,1.0,20100526 10:00
81.4,66.7,1.0,20100526 11:00
83.4,66.2,1.0,20100526 12:00
84.8,66.3,1.0,20100526 13:00
85.9,66.0,1.0,20100526 14:00
86.6,65.8,1.0,20100526 15:00
86.8,65.6,1.0,20100526 16:00
86.3,65.5,1.0,20100526 17:00
84.6,65.5,1.0,20100526 18:00
82.1,66.0,1.0,20100526 19:00
78.8,66.3,1.0,20100526 20:00
76.6,66.5,1.0,20100526 21:00
74.8,66.7,1.0,20100526 22:00
73.6,66.9,1.0,20100526 23:00
72.9,66.7,1.0,20100527 00:00
71.6,66.9,1.0,20100527 01:00
70.9,66.8,1.0,20100527 02:00
70.4,66.7,1.0,20100527 03:00
70.0,66.6,1.0,20100527 04:00
69.7,66.5,1.0,20100527 05:00
70.0,66.4,1.0,20100527 06:00
71.5,67.3,1.0,20100527 07:00
74.0,67.7,1.0,20100527 08:00
76.9,67.7,1.0,20100527 09:00
79.4,67.5,1.0,20100527 10:00
81.7,67.3,1.0,20100527 11:00
83.6,66.8,1.0,20100527 12:00
85.1,66.8,1.0,20100527 13:00
86.2,66.5,1.0,20100527 14:00
86.9,66.2,1.0,20100527 15:00
87.0,66.1,1.0,20100527 16:00
86.6,66.1,1.0,20100527 17:00
84.9,66.0,1.0,20100527 18:00
82.3,66.5,1.0,20100527 19:00
79.1,66.8,1.0,20100527 20:00
76.9,66.9,1.0,20100527 21:00
75.2,67.0,1.0,20100527 22:00
73.9,67.3,1.0,20100527 23:00
73.2,67.0,1.0,20100528 00:00
71.9,67.2,1.0,20100528 01:00
71.3,67.1,1.0,20100528 02:00
70.7,67.0,1.0,20100528 03:00
70.3,66.9,1.0,20100528 04:00
70.0,66.8,1.0,20100528 05:00
70.3,66.7,1.0,20100528 06:00
71.8,67.6,1.0,20100528 07:00
74.4,68.1,1.0,20100528 08:00
77.2,68.1,1.0,20100528 09:00
79.7,67.9,1.0,20100528 10:00
82.0,67.6,1.0,20100528 11:00
84.0,67.1,1.0,20100528 12:00
85.4,67.1,1.0,20100528 13:00
86.5,66.9,1.0,20100528 14:00
87.1,66.6,1.0,20100528 15:00
87.3,66.5,1.0,20100528 16:00
86.8,66.4,1.0,20100528 17:00
85.1,66.4,1.0,20100528 18:00
82.6,66.8,1.0,20100528 19:00
79.4,67.2,1.0,20100528 20:00
77.2,67.2,1.0,20100528 21:00
75.5,67.4,1.0,20100528 22:00
74.3,67.6,1.0,20100528 23:00
73.5,67.3,1.0,20100529 00:00
72.2,67.5,1.0,20100529 01:00
71.6,67.4,1.0,20100529 02:00
71.1,67.3,1.0,20100529 03:00
70.7,67.2,1.0,20100529 04:00
70.4,67.1,1.0,20100529 05:00
70.6,67.0,1.0,20100529 06:00
72.1,68.0,1.0,20100529 07:00
74.7,68.4,1.0,20100529 08:00
77.4,68.4,1.0,20100529 09:00
80.0,68.1,1.0,20100529 10:00
82.3,67.9,1.0,20100529 11:00
84.3,67.4,1.0,20100529 12:00
85.7,67.4,1.0,20100529 13:00
86.8,67.2,1.0,20100529 14:00
87.4,66.9,1.0,20100529 15:00
87.6,66.8,1.0,20100529 16:00
87.0,66.6,1.0,20100529 17:00
85.4,66.6,1.0,20100529 18:00
82.8,67.0,1.0,20100529 19:00
79.7,67.4,1.0,20100529 20:00
77.4,67.5,1.0,20100529 21:00
75.8,67.7,1.0,20100529 22:00
74.4,67.8,1.0,20100529 23:00
73.7,67.5,1.0,20100530 00:00
72.4,67.7,1.0,20100530 01:00
71.8,67.6,1.0,20100530 02:00
71.4,67.6,1.0,20100530 03:00
70.9,67.4,1.0,20100530 04:00
70.6,67.3,1.0,20100530 05:00
70.9,67.2,1.0,20100530 06:00
72.3,68.1,1.0,20100530 07:00
74.9,68.6,1.0,20100530 08:00
77.6,68.6,1.0,20100530 09:00
80.1,68.3,1.0,20100530 10:00
82.3,68.1,1.0,20100530 11:00
84.4,67.7,1.0,20100530 12:00
85.9,67.6,1.0,20100530 13:00
87.0,67.4,1.0,20100530 14:00
87.6,67.1,1.0,20100530 15:00
87.7,67.0,1.0,20100530 16:00
87.1,66.8,1.0,20100530 17:00
85.5,66.8,1.0,20100530 18:00
83.1,67.2,1.0,20100530 19:00
79.9,67.6,1.0,20100530 20:00
77.7,67.7,1.0,20100530 21:00
76.0,67.9,1.0,20100530 22:00
74.6,68.0,1.0,20100530 23:00
73.9,67.7,1.0,20100531 00:00
72.6,67.9,1.0,20100531 01:00
72.0,67.8,1.0,20100531 02:00
71.5,67.7,1.0,20100531 03:00
71.1,67.6,1.0,20100531 04:00
70.7,67.5,1.0,20100531 05:00
71.1,67.4,1.0,20100531 06:00
72.5,68.3,1.0,20100531 07:00
75.1,68.8,1.0,20100531 08:00
77.8,68.8,1.0,20100531 09:00
80.3,68.5,1.0,20100531 10:00
82.5,68.3,1.0,20100531 11:00
84.6,67.9,1.0,20100531 12:00
86.1,67.9,1.0,20100531 13:00
87.2,67.7,1.0,20100531 14:00
87.7,67.3,1.0,20100531 15:00
87.8,67.2,1.0,20100531 16:00
87.2,67.0,1.0,20100531 17:00
85.6,67.0,1.0,20100531 18:00
83.2,67.4,1.0,20100531 19:00
80.0,67.8,1.0,20100531 20:00
77.8,67.9,1.0,20100531 21:00
76.0,68.0,1.0,20100531 22:00
74.7,68.2,1.0,20100531 23:00
74.0,67.9,1.0,20100601 00:00
72.6,68.0,1.0,20100601 01:00
72.0,67.9,1.0,20100601 02:00
71.6,67.9,1.0,20100601 03:00
71.1,67.7,1.0,20100601 04:00
70.8,67.6,1.0,20100601 05:00
71.2,67.6,1.0,20100601 06:00
72.7,68.6,1.0,20100601 07:00
75.3,69.0,1.0,20100601 08:00
78.0,69.0,1.0,20100601 09:00
80.4,68.7,1.0,20100601 10:00
82.7,68.5,1.0,20100601 11:00
84.8,68.0,1.0,20100601 12:00
86.2,68.0,1.0,20100601 13:00
87.4,67.7,1.0,20100601 14:00
87.8,67.4,1.0,20100601 15:00
87.9,67.3,1.0,20100601 16:00
87.3,67.1,1.0,20100601 17:00
85.7,67.1,1.0,20100601 18:00
83.3,67.6,1.0,20100601 19:00
80.1,68.0,1.0,20100601 20:00
78.0,68.1,1.0,20100601 21:00
76.2,68.2,1.0,20100601 22:00
74.9,68.3,1.0,20100601 23:00
74.3,68.0,1.0,20100602 00:00
72.8,68.2,1.0,20100602 01:00
72.2,68.1,1.0,20100602 02:00
71.8,68.0,1.0,20100602 03:00
71.3,67.9,1.0,20100602 04:00
71.0,67.8,1.0,20100602 05:00
71.4,67.8,1.0,20100602 06:00
73.0,68.8,1.0,20100602 07:00
75.5,69.2,1.0,20100602 08:00
78.2,69.2,1.0,20100602 09:00
80.6,68.9,1.0,20100602 10:00
82.9,68.7,1.0,20100602 11:00
84.9,68.2,1.0,20100602 12:00
86.3,68.2,1.0,20100602 13:00
87.4,68.0,1.0,20100602 14:00
87.9,67.7,1.0,20100602 15:00
87.9,67.5,1.0,20100602 16:00
87.4,67.3,1.0,20100602 17:00
85.9,67.4,1.0,20100602 18:00
83.5,67.8,1.0,20100602 19:00
80.3,68.2,1.0,20100602 20:00
78.1,68.3,1.0,20100602 21:00
76.4,68.4,1.0,20100602 22:00
75.1,68.5,1.0,20100602 23:00
74.4,68.2,1.0,20100603 00:00
73.0,68.3,1.0,20100603 01:00
72.4,68.3,1.0,20100603 02:00
72.0,68.2,1.0,20100603 03:00
71.5,68.1,1.0,20100603 04:00
71.1,68.0,1.0,20100603 05:00
71.6,68.0,1.0,20100603 06:00
73.2,69.0,1.0,20100603 07:00
75.7,69.5,1.0,20100603 08:00
78.4,69.4,1.0,20100603 09:00
80.9,69.1,1.0,20100603 10:00
83.1,68.9,1.0,20100603 11:00
85.2,68.4,1.0,20100603 12:00
86.5,68.4,1.0,20100603 13:00
87.6,68.2,1.0,20100603 14:00
88.2,67.8,1.0,20100603 15:00
88.1,67.6,1.0,20100603 16:00
87.5,67.6,1.0,20100603 17:00
86.0,67.5,1.0,20100603 18:00
83.6,67.9,1.0,20100603 19:00
80.4,68.4,1.0,20100603 20:00
78.3,68.5,1.0,20100603 21:00
76.6,68.6,1.0,20100603 22:00
75.3,68.7,1.0,20100603 23:00
74.6,68.4,1.0,20100604 00:00
73.2,68.5,1.0,20100604 01:00
72.6,68.5,1.0,20100604 02:00
72.1,68.4,1.0,20100604 03:00
71.6,68.2,1.0,20100604 04:00
71.3,68.1,1.0,20100604 05:00
71.7,68.1,1.0,20100604 06:00
73.3,69.1,1.0,20100604 07:00
75.8,69.6,1.0,20100604 08:00
78.5,69.6,1.0,20100604 09:00
81.0,69.3,1.0,20100604 10:00
83.2,69.1,1.0,20100604 11:00
85.3,68.6,1.0,20100604 12:00
86.6,68.6,1.0,20100604 13:00
87.7,68.3,1.0,20100604 14:00
88.2,67.9,1.0,20100604 15:00
88.2,67.8,1.0,20100604 16:00
87.6,67.7,1.0,20100604 17:00
86.2,67.7,1.0,20100604 18:00
83.8,68.1,1.0,20100604 19:00
80.6,68.5,1.0,20100604 20:00
78.5,68.7,1.0,20100604 21:00
76.8,68.8,1.0,20100604 22:00
75.5,68.9,1.0,20100604 23:00
74.8,68.6,1.0,20100605 00:00
73.4,68.7,1.0,20100605 01:00
72.8,68.6,1.0,20100605 02:00
72.3,68.6,1.0,20100605 03:00
71.9,68.5,1.0,20100605 04:00
71.6,68.4,1.0,20100605 05:00
72.0,68.3,1.0,20100605 06:00
73.5,69.3,1.0,20100605 07:00
76.1,69.8,1.0,20100605 08:00
78.7,69.7,1.0,20100605 09:00
81.2,69.4,1.0,20100605 10:00
83.5,69.2,1.0,20100605 11:00
85.6,68.7,1.0,20100605 12:00
86.8,68.7,1.0,20100605 13:00
87.8,68.4,1.0,20100605 14:00
88.4,68.0,1.0,20100605 15:00
88.3,67.9,1.0,20100605 16:00
87.8,67.9,1.0,20100605 17:00
86.3,67.8,1.0,20100605 18:00
84.0,68.2,1.0,20100605 19:00
80.8,68.7,1.0,20100605 20:00
78.7,68.9,1.0,20100605 21:00
77.1,69.1,1.0,20100605 22:00
75.8,69.2,1.0,20100605 23:00
75.1,68.8,1.0,20100606 00:00
73.7,69.0,1.0,20100606 01:00
73.1,68.9,1.0,20100606 02:00
72.6,68.9,1.0,20100606 03:00
72.2,68.7,1.0,20100606 04:00
71.9,68.7,1.0,20100606 05:00
72.2,68.5,1.0,20100606 06:00
73.7,69.6,1.0,20100606 07:00
76.3,70.0,1.0,20100606 08:00
79.0,69.9,1.0,20100606 09:00
81.5,69.6,1.0,20100606 10:00
83.7,69.4,1.0,20100606 11:00
85.8,68.9,1.0,20100606 12:00
87.1,68.9,1.0,20100606 13:00
88.1,68.5,1.0,20100606 14:00
88.6,68.1,1.0,20100606 15:00
88.5,68.0,1.0,20100606 16:00
88.0,68.0,1.0,20100606 17:00
86.5,67.9,1.0,20100606 18:00
